case,method,family,detector_radius_over_r,sample,replicate,seed,diameter_um,requested_df,requested_kf,structural_class,class_definition,parameter_group,study_subset,target_rg_over_radius,mass_radius_relative_error,compactness_score,n,contacts,connected,max_overlap_over_radius,rg_over_radius,anisotropy,mean_coordination
fractal_dp1_N0050_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,15015831728822439224,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,1.1102230246251565e-16,0.48501254570484625,50,49,True,5.10702591327572e-15,7.595744751894107,0.31123897735566763,1.96
fractal_dp1_N0050_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,16778341837374850695,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,2.220446049250313e-16,0.48501254570484614,50,49,True,3.552713678800501e-15,7.595744751894109,0.3752401892281958,1.96
fractal_dp1_N0050_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,12734195148759877679,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,0.0,0.4850125457048462,50,49,True,5.773159728050814e-15,7.595744751894108,0.3311936954555509,1.96
fractal_dp1_N0050_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,4040422806737949826,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,2.220446049250313e-16,0.48501254570484614,50,49,True,3.9968028886505635e-15,7.595744751894109,0.4221762928909786,1.96
fractal_dp1_N0050_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,11822114073611231259,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,0.0,0.4850125457048462,50,49,True,4.218847493575595e-15,7.595744751894108,0.46693543129624526,1.96
fractal_dp1_N0050_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,1069972932922315974,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.2|kf1.1,historical_design_core,5.668187865369675,0.0,0.6499487289665048,50,49,True,3.552713678800501e-15,5.668187865369675,0.19919285805512466,1.96
fractal_dp1_N0050_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,18189322308481521200,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.2|kf1.1,historical_design_core,5.668187865369675,0.0,0.6499487289665048,50,49,True,4.884981308350689e-15,5.668187865369675,0.28087035000419636,1.96
fractal_dp1_N0050_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,9596235338005660046,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.2|kf1.1,historical_design_core,5.668187865369675,0.0,0.6499487289665048,50,49,True,3.774758283725532e-15,5.668187865369675,0.25416437719453244,1.96
fractal_dp1_N0050_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,8568582802361285816,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.2|kf1.1,historical_design_core,5.668187865369675,3.3306690738754696e-16,0.649948728966505,50,49,True,3.552713678800501e-15,5.668187865369673,0.19161207252842372,1.96
fractal_dp1_N0050_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,10154158352251221993,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.2|kf1.1,historical_design_core,5.668187865369675,3.3306690738754696e-16,0.649948728966505,50,49,True,6.217248937900877e-15,5.668187865369673,0.2749494581101227,1.96
fractal_dp1_N0050_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,446960334126203801,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.6|kf0.8,historical_design_core,4.905949614823547,2.220446049250313e-16,0.7509313767734016,50,49,True,3.552713678800501e-15,4.905949614823548,0.13728012830620795,1.96
fractal_dp1_N0050_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,9642423111196324622,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.6|kf0.8,historical_design_core,4.905949614823547,0.0,0.7509313767734017,50,49,True,1.5543122344752192e-15,4.905949614823547,0.16914099773220403,1.96
fractal_dp1_N0050_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,17210293835875674352,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.6|kf0.8,historical_design_core,4.905949614823547,0.0,0.7509313767734017,50,49,True,1.9984014443252818e-15,4.905949614823547,0.10639876262828474,1.96
fractal_dp1_N0050_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,2168632302422359654,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.6|kf0.8,historical_design_core,4.905949614823547,2.220446049250313e-16,0.7509313767734016,50,49,True,2.6645352591003757e-15,4.905949614823548,0.11803772338492247,1.96
fractal_dp1_N0050_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,14855228629960333470,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N50|Df2.6|kf0.8,historical_design_core,4.905949614823547,0.0,0.7509313767734017,50,49,True,2.4424906541753444e-15,4.905949614823547,0.09785958922525351,1.96
fractal_dp1_N0100_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,2403332777692777706,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,1.1102230246251565e-16,0.41577408641373037,100,99,True,4.218847493575595e-15,11.16372805638013,0.41585860041190603,1.98
fractal_dp1_N0100_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,15632876445594839013,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,1.1102230246251565e-16,0.41577408641373037,100,99,True,9.769962616701378e-15,11.16372805638013,0.42366914039681025,1.98
fractal_dp1_N0100_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,1508716818894132302,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,0.0,0.4157740864137303,100,99,True,4.6629367034256575e-15,11.163728056380132,0.4729252315339251,1.98
fractal_dp1_N0100_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,13424398777455280111,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,0.0,0.4157740864137303,100,99,True,6.661338147750939e-15,11.163728056380132,0.6140239507745584,1.98
fractal_dp1_N0100_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,8046324362901720243,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N100|Df1.8|kf1.3,historical_design_core,11.163728056380132,3.3306690738754696e-16,0.4157740864137304,100,99,True,4.6629367034256575e-15,11.163728056380128,0.5396956656953842,1.98
fractal_dp1_N0100_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,3878826409118751814,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,0.0,0.5975725154417746,100,99,True,3.552713678800501e-15,7.76740682288799,0.2751496810413673,1.98
fractal_dp1_N0100_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,3999239485841642244,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,4.440892098500626e-16,0.5975725154417744,100,99,True,3.552713678800501e-15,7.767406822887993,0.1383548454511342,1.98
fractal_dp1_N0100_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,15356928818606767661,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,1.1102230246251565e-16,0.5975725154417746,100,99,True,4.884981308350689e-15,7.767406822887989,0.1376034323662204,1.98
fractal_dp1_N0100_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,6492104830563942214,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,2.220446049250313e-16,0.5975725154417747,100,99,True,7.105427357601002e-15,7.767406822887988,0.1891936494608627,1.98
fractal_dp1_N0100_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,16950790489716328207,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.2|kf1.1,historical_design_core,7.76740682288799,2.220446049250313e-16,0.5975725154417745,100,99,True,4.440892098500626e-15,7.767406822887991,0.21908734981755884,1.98
fractal_dp1_N0100_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,1539400634513339067,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,3.9968028886505635e-15,6.404774610527076,0.14478120187557253,1.98
fractal_dp1_N0100_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,3027767148569607775,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,2.220446049250313e-16,0.7247075995435854,100,99,True,3.3306690738754696e-15,6.404774610527074,0.10898163241397751,1.98
fractal_dp1_N0100_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,9463748397773074959,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,4.6629367034256575e-15,6.404774610527076,0.1660365011609577,1.98
fractal_dp1_N0100_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,13804572108765253002,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,0.0,0.7247075995435853,100,99,True,3.1086244689504383e-15,6.404774610527076,0.14994833005187747,1.98
fractal_dp1_N0100_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,6907373979583366195,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N100|Df2.6|kf0.8,historical_design_core,6.404774610527076,1.1102230246251565e-16,0.7247075995435854,100,99,True,5.551115123125783e-15,6.404774610527075,0.1105461335273974,1.98
fractal_dp1_N0200_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,15367263734246845866,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,4.440892098500626e-16,0.356419833804404,200,199,True,2.5979218776228663e-14,16.407716186846702,0.37183451399783596,1.99
fractal_dp1_N0200_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,825126983398277947,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,2.220446049250313e-16,0.35641983380440395,200,199,True,8.881784197001252e-15,16.407716186846706,0.3445871499598725,1.99
fractal_dp1_N0200_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,11861842912735689369,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,0.0,0.35641983380440384,200,199,True,1.199040866595169e-14,16.40771618684671,0.4483151629462233,1.99
fractal_dp1_N0200_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,12347842674200815894,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,0.0,0.35641983380440384,200,199,True,2.6645352591003757e-14,16.40771618684671,0.43457191971061415,1.99
fractal_dp1_N0200_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,15573705679906886350,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N200|Df1.8|kf1.3,historical_design_core,16.40771618684671,4.440892098500626e-16,0.356419833804404,200,199,True,5.306866057708248e-14,16.407716186846702,0.336190417903371,1.99
fractal_dp1_N0200_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,15873312461829783094,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557182,200,199,True,5.551115123125783e-15,10.644073588466366,0.2796999501322537,1.99
fractal_dp1_N0200_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,7209500626656197435,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,0.0,0.5494170467557183,200,199,True,5.551115123125783e-15,10.644073588466364,0.20145646828854624,1.99
fractal_dp1_N0200_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,3389953562094540549,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557182,200,199,True,5.995204332975845e-15,10.644073588466366,0.2065854419820179,1.99
fractal_dp1_N0200_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,17356769421835225476,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557182,200,199,True,5.551115123125783e-15,10.644073588466366,0.36958836340278045,1.99
fractal_dp1_N0200_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,13808418796979583277,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.2|kf1.1,historical_design_core,10.644073588466364,2.220446049250313e-16,0.5494170467557185,200,199,True,7.771561172376096e-15,10.644073588466362,0.26343521672639625,1.99
fractal_dp1_N0200_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,14782532795499592317,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,2.220446049250313e-16,0.6993996003907936,200,199,True,5.773159728050814e-15,8.361508175237885,0.1469764227702267,1.99
fractal_dp1_N0200_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,2271484508932545881,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,2.220446049250313e-16,0.6993996003907936,200,199,True,3.9968028886505635e-15,8.361508175237885,0.10900256437822997,1.99
fractal_dp1_N0200_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,159162938228440382,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,4.440892098500626e-16,0.6993996003907939,200,199,True,6.439293542825908e-15,8.361508175237883,0.13009023757523086,1.99
fractal_dp1_N0200_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,4793028550747076856,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,2.220446049250313e-16,0.6993996003907934,200,199,True,5.773159728050814e-15,8.361508175237889,0.11327494419910566,1.99
fractal_dp1_N0200_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,15665857782607348528,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N200|Df2.6|kf0.8,historical_design_core,8.361508175237887,4.440892098500626e-16,0.6993996003907939,200,199,True,4.6629367034256575e-15,8.361508175237883,0.1100812047077071,1.99
fractal_dp1_N0500_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,526460201812570724,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,4.440892098500626e-16,0.2907573823571507,500,499,True,6.217248937900877e-14,27.297691276129342,0.5321094541618006,1.996
fractal_dp1_N0500_Df1.8_kf1.3_rep02,tunable_fractal,tunable_fractal,,2,2,8023533816927795282,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,2.220446049250313e-16,0.2907573823571508,500,499,True,1.3877787807814457e-13,27.297691276129335,0.2905617121916412,1.996
fractal_dp1_N0500_Df1.8_kf1.3_rep03,tunable_fractal,tunable_fractal,,3,3,17367384728730166461,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,2.220446049250313e-16,0.2907573823571508,500,499,True,8.260059303211165e-14,27.297691276129335,0.46645216470274176,1.996
fractal_dp1_N0500_Df1.8_kf1.3_rep04,tunable_fractal,tunable_fractal,,4,4,2755644971088784215,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,1.1102230246251565e-16,0.2907573823571509,500,499,True,4.440892098500626e-14,27.297691276129328,0.425228548934369,1.996
fractal_dp1_N0500_Df1.8_kf1.3_rep05,tunable_fractal,tunable_fractal,,5,5,13696973584056019416,1.0,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N500|Df1.8|kf1.3,extension_N500,27.29769127612933,4.440892098500626e-16,0.2907573823571507,500,499,True,1.865174681370263e-14,27.297691276129342,0.42849084141463356,1.996
fractal_dp1_N0500_Df2.2_kf1.1_rep01,tunable_fractal,tunable_fractal,,1,1,10563249641555806324,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,2.220446049250313e-16,0.4916623782539037,500,499,True,7.771561172376096e-15,16.1432023496054,0.22825467834907232,1.996
fractal_dp1_N0500_Df2.2_kf1.1_rep02,tunable_fractal,tunable_fractal,,2,2,18194849852011800360,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,2.220446049250313e-16,0.4916623782539037,500,499,True,1.5987211554602254e-14,16.1432023496054,0.219179106770654,1.996
fractal_dp1_N0500_Df2.2_kf1.1_rep03,tunable_fractal,tunable_fractal,,3,3,2122628642481805082,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,0.0,0.4916623782539038,500,499,True,3.7969627442180354e-14,16.143202349605396,0.15648364206194953,1.996
fractal_dp1_N0500_Df2.2_kf1.1_rep04,tunable_fractal,tunable_fractal,,4,4,5260507983110817444,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,2.220446049250313e-16,0.4916623782539037,500,499,True,9.547918011776346e-15,16.1432023496054,0.21192253254034288,1.996
fractal_dp1_N0500_Df2.2_kf1.1_rep05,tunable_fractal,tunable_fractal,,5,5,18092259009827838540,1.0,2.2,1.1,intermediate,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.2|kf1.1,extension_N500,16.143202349605396,2.220446049250313e-16,0.4916623782539037,500,499,True,2.6645352591003757e-14,16.1432023496054,0.2273517160680808,1.996
fractal_dp1_N0500_Df2.6_kf0.8_rep01,tunable_fractal,tunable_fractal,,1,1,454711755879081605,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,7.327471962526033e-15,11.89428849885937,0.11183722687023001,1.996
fractal_dp1_N0500_Df2.6_kf0.8_rep02,tunable_fractal,tunable_fractal,,2,2,5704357824644613773,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,7.771561172376096e-15,11.89428849885937,0.10658977481511467,1.996
fractal_dp1_N0500_Df2.6_kf0.8_rep03,tunable_fractal,tunable_fractal,,3,3,15031149140257033767,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,2.220446049250313e-16,0.6672955057885247,500,499,True,1.3322676295501878e-14,11.894288498859371,0.10846998890724424,1.996
fractal_dp1_N0500_Df2.6_kf0.8_rep04,tunable_fractal,tunable_fractal,,4,4,16576318089805087861,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,5.329070518200751e-15,11.89428849885937,0.10287138868309809,1.996
fractal_dp1_N0500_Df2.6_kf0.8_rep05,tunable_fractal,tunable_fractal,,5,5,17578509424439797097,1.0,2.6,0.8,compact,prescribed_Df_kf_pair,tunable_fractal|N500|Df2.6|kf0.8,extension_N500,11.89428849885937,0.0,0.6672955057885248,500,499,True,1.4654943925052066e-14,11.89428849885937,0.0851745709433076,1.996
fractal_dp1.5_N0050_Df1.8_kf1.3_rep01,tunable_fractal,tunable_fractal,,1,1,17125908367279998572,1.5,1.8,1.3,open,prescribed_Df_kf_pair,tunable_fractal|N50|Df1.8|kf1.3,historical_design_core,7.595744751894108,0.0,0.4850125457048462,50,49,True,3.1086244689504383e-15,7.595744751894108,0.4604244061214935,1.96
